# Selection type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.0765        	-5.594044e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07675       	-5.617352e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.077         	-5.544251e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07725       	-5.563639e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0775        	-5.478910e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07775       	-5.494712e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.078         	-5.398152e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07825       	-5.407704e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0785        	-5.301837e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07875       	-5.300323e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.079         	-5.188918e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07925       	-5.173036e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0795        	-5.059334e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07975       	-5.027294e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08          	-4.914432e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08025       	-4.866611e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0805        	-4.757669e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08075       	-4.696092e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.081         	-4.594086e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08125       	-4.522795e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0815        	-4.429388e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08175       	-4.354832e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.082         	-4.271620e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08225       	-4.199679e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0825        	-4.130798e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08275       	-4.054097e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.083         	-4.008322e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08325       	-3.943675e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0835        	-3.900859e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08375       	-3.853122e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.084         	-3.822944e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08425       	-3.790312e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0845        	-3.774229e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08475       	-3.756234e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.085         	-3.753165e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08525       	-3.750544e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0855        	-3.759970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08575       	-3.770222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.086         	-3.790188e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08625       	-3.811692e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0865        	-3.840632e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08675       	-3.871499e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.087         	-3.907916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08725       	-3.946697e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0875        	-3.989015e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08775       	-4.032675e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.088         	-4.078684e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08825       	-4.125126e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0885        	-4.172792e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08875       	-4.219762e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.089         	-4.267285e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08925       	-4.313681e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0895        	-4.359165e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08975       	-4.403624e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09          	-4.446220e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09025       	-4.488374e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0905        	-4.527373e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09075       	-4.565790e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.091         	-4.598663e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09125       	-4.632474e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0915        	-4.664177e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09175       	-4.692946e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.092         	-4.720499e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09225       	-4.745559e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0925        	-4.767989e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09275       	-4.789518e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.093         	-4.807629e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09325       	-4.825194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0935        	-4.840168e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09375       	-4.854076e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.094         	-4.866413e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09425       	-4.877063e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0945        	-4.910480e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09475       	-4.909867e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.095         	-4.920274e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09525       	-4.924576e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0955        	-4.930198e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09575       	-4.934613e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.096         	-4.937911e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09625       	-4.941070e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0965        	-4.943588e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09675       	-4.946012e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.097         	-4.947746e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09725       	-4.949652e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0975        	-4.950842e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09775       	-4.952261e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.098         	-4.953551e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09825       	-4.954559e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0985        	-4.955641e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09875       	-4.956740e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.099         	-4.957827e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09925       	-4.959134e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0995        	-4.960205e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09975       	-4.961543e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1           	-4.966296e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10025       	-4.963798e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1005        	-4.966160e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10075       	-4.971097e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101         	-4.968927e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10125       	-4.971725e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1015        	-4.976328e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10175       	-4.977560e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102         	-4.977784e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10225       	-4.983529e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1025        	-4.982282e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10275       	-4.989023e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103         	-5.011809e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10325       	-5.007175e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1035        	-5.009889e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10375       	-5.011532e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104         	-5.016574e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10425       	-5.017938e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1045        	-5.021660e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10475       	-5.024388e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105         	-5.027896e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10525       	-5.030240e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1055        	-5.033467e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10575       	-5.035674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106         	-5.039609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10625       	-5.042757e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1065        	-5.045177e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10675       	-5.049039e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107         	-5.051447e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10725       	-5.053652e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1075        	-5.056591e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10775       	-5.058646e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108         	-5.061672e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10825       	-5.064406e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1085        	-5.065861e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10875       	-5.068045e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109         	-5.070232e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10925       	-5.071607e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1095        	-5.073642e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10975       	-5.074651e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11          	-5.076446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11025       	-5.077588e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1105        	-5.078366e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11075       	-5.079546e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111         	-5.080319e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11125       	-5.081193e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1115        	-5.081037e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11175       	-5.081735e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112         	-5.081831e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11225       	-5.081392e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1125        	-5.081271e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11275       	-5.080930e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113         	-5.080709e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11325       	-5.080268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1135        	-5.079341e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11375       	-5.078833e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114         	-5.077689e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11425       	-5.077290e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1145        	-5.075194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11475       	-5.074967e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115         	-5.072980e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11525       	-5.072254e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1155        	-5.070222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11575       	-5.069230e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116         	-5.066728e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11625       	-5.065542e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1165        	-5.063628e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11675       	-5.062315e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117         	-5.060609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11725       	-5.058971e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1175        	-5.056535e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11775       	-5.055203e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118         	-5.052501e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11825       	-5.051194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1185        	-5.048722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11875       	-5.047279e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119         	-5.044781e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11925       	-5.043324e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1195        	-5.041011e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11975       	-5.039522e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12          	-5.037525e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12025       	-5.035381e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1205        	-5.033706e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12075       	-5.031470e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121         	-5.029797e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12125       	-5.027016e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1215        	-5.025528e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12175       	-5.024288e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122         	-5.021871e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12225       	-5.019818e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1225        	-5.018530e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12275       	-5.016718e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123         	-5.018354e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12325       	-5.012436e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1235        	-5.011443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12375       	-5.009481e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124         	-5.008025e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12425       	-5.005871e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1245        	-5.004650e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12475       	-5.002948e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.125         	-5.001402e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12525       	-5.000186e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1255        	-5.019004e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12575       	-5.012472e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126         	-5.013580e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12625       	-5.010521e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1265        	-5.011138e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12675       	-5.007838e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.127         	-5.007618e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12725       	-5.004389e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1275        	-5.004456e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12775       	-5.002541e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128         	-5.000297e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12825       	-4.999908e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1285        	-4.999559e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12875       	-4.996915e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129         	-4.996284e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12925       	-4.995696e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1295        	-4.994214e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12975       	-4.993596e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13          	-4.996751e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13025       	-4.992543e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1305        	-4.990804e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13075       	-4.993140e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.131         	-4.991861e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13125       	-4.990718e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1315        	-4.990802e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13175       	-4.989107e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.132         	-4.988936e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13225       	-4.983895e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1325        	-4.984671e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13275       	-4.987709e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.133         	-4.986057e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13325       	-4.985195e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1335        	-4.984634e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13375       	-4.980664e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134         	-4.981187e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13425       	-4.983437e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1345        	-4.982622e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13475       	-4.979115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.135         	-4.979509e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13525       	-4.982219e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1355        	-4.977635e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13575       	-4.981429e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.136         	-4.979229e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13625       	-4.977423e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1365        	-4.980237e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13675       	-4.978963e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.137         	-4.978823e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13725       	-4.979001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1375        	-4.977589e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13775       	-4.976991e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.138         	-4.977805e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13825       	-4.977785e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1385        	-4.976182e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13875       	-4.977776e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.139         	-4.976553e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13925       	-4.976953e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1395        	-4.976313e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13975       	-4.976484e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14          	-4.975515e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14025       	-4.976197e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1405        	-4.975871e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14075       	-4.975713e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.141         	-4.975285e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14125       	-4.975730e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1415        	-4.975257e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14175       	-4.975372e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.142         	-4.975228e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14225       	-4.975260e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1425        	-4.974384e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14275       	-4.974757e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.143         	-4.974589e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14325       	-4.974858e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1435        	-4.974540e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14375       	-4.974727e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.144         	-4.974471e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14425       	-4.985405e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1445        	-4.963529e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14475       	-4.986885e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.145         	-4.986013e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14525       	-4.983694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1455        	-4.987282e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14575       	-4.985784e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.146         	-4.986587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14625       	-4.985778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1465        	-4.985955e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14675       	-4.985923e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.147         	-4.985197e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14725       	-4.982491e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1475        	-4.985416e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14775       	-4.985133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.148         	-4.985320e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14825       	-4.984568e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1485        	-4.981833e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14875       	-4.981871e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.149         	-4.982037e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14925       	-4.985452e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1495        	-4.983670e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14975       	-4.983661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15          	-4.983504e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15025       	-4.983322e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1505        	-4.983657e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15075       	-4.983665e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.151         	-4.982935e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15125       	-4.982761e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1515        	-4.983136e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15175       	-4.983002e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.152         	-4.979681e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15225       	-4.983727e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1525        	-4.982133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15275       	-4.982637e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.153         	-4.982244e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15325       	-4.982124e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1535        	-4.981756e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15375       	-4.982053e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.154         	-4.981294e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15425       	-4.981112e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1545        	-4.981310e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15475       	-4.981222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.155         	-4.980454e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15525       	-4.981568e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1555        	-4.980955e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15575       	-4.979952e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.156         	-4.980220e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15625       	-4.980334e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1565        	-4.979977e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15675       	-4.980006e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.157         	-4.979801e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15725       	-4.979471e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1575        	-4.980237e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15775       	-4.979508e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.158         	-4.979469e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15825       	-4.979172e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1585        	-4.979429e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15875       	-4.978892e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.159         	-4.976797e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15925       	-4.979785e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1595        	-4.978296e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15975       	-4.978957e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16          	-4.978348e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16025       	-4.978224e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1605        	-4.978251e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16075       	-4.977776e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.161         	-4.977838e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16125       	-4.977690e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1615        	-4.977810e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16175       	-4.977449e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
